0,0,0,0.5,0.5,0,0,-0,0.5,0,0
0,0,0,0.5,0.5,0,0,-0,0.5,0,0
0.05,0.02499,0.00062487,0.5,0.49938,0.02499,0,-0.02499,0.49938,0,0
0.1,0.049917,0.0024979,0.5,0.4975,0.049917,0,-0.049917,0.4975,0,0
0.15,0.074719,0.0056145,0.5,0.49439,0.074719,0,-0.074719,0.49439,0,0
0.2,0.099335,0.0099667,0.5,0.49003,0.099335,0,-0.099335,0.49003,0,0
0.25,0.1237,0.015544,0.5,0.48446,0.1237,0,-0.1237,0.48446,0,0
0.3,0.14776,0.022332,0.5,0.47767,0.14776,0,-0.14776,0.47767,0,0
0.35,0.17145,0.030314,0.5,0.46969,0.17145,0,-0.17145,0.46969,0,0
0.4,0.19471,0.03947,0.5,0.46053,0.19471,0,-0.19471,0.46053,0,0
0.45,0.21748,0.049776,0.5,0.45022,0.21748,0,-0.21748,0.45022,0,0
0.5,0.23971,0.061209,0.5,0.43879,0.23971,0,-0.23971,0.43879,0,0
0.55,0.26134,0.073738,0.5,0.42626,0.26134,0,-0.26134,0.42626,0,0
0.6,0.28232,0.087332,0.5,0.41267,0.28232,0,-0.28232,0.41267,0,0
0.65,0.30259,0.10196,0.5,0.39804,0.30259,0,-0.30259,0.39804,0,0
0.7,0.32211,0.11758,0.5,0.38242,0.32211,0,-0.32211,0.38242,0,0
0.75,0.34082,0.13416,0.5,0.36584,0.34082,0,-0.34082,0.36584,0,0
0.8,0.35868,0.15165,0.5,0.34835,0.35868,0,-0.35868,0.34835,0,0
0.85,0.37564,0.17001,0.5,0.32999,0.37564,0,-0.37564,0.32999,0,0
0.9,0.39166,0.1892,0.5,0.3108,0.39166,0,-0.39166,0.3108,0,0
0.95,0.40671,0.20916,0.5,0.29084,0.40671,0,-0.40671,0.29084,0,0
1,0.42074,0.22985,0.5,0.27015,0.42074,0,-0.42074,0.27015,0,0
1.05,0.43371,0.25121,0.5,0.24879,0.43371,0,-0.43371,0.24879,0,0
1.1,0.4456,0.2732,0.5,0.2268,0.4456,0,-0.4456,0.2268,0,0
1.15,0.45638,0.29576,0.5,0.20424,0.45638,0,-0.45638,0.20424,0,0
1.2,0.46602,0.31882,0.5,0.18118,0.46602,0,-0.46602,0.18118,0,0
1.25,0.47449,0.34234,0.5,0.15766,0.47449,0,-0.47449,0.15766,0,0
1.3,0.48178,0.36625,0.5,0.13375,0.48178,0,-0.48178,0.13375,0,0
1.35,0.48786,0.3905,0.5,0.1095,0.48786,0,-0.48786,0.1095,0,0
1.4,0.49272,0.41502,0.5,0.084984,0.49272,0,-0.49272,0.084984,0,0
1.45,0.49636,0.43975,0.5,0.060251,0.49636,0,-0.49636,0.060251,0,0
1.5,0.49875,0.46463,0.5,0.035369,0.49875,0,-0.49875,0.035369,0,0
1.55,0.49989,0.4896,0.5,0.010397,0.49989,0,-0.49989,0.010397,0,0
1.6,0.49979,0.5146,0.5,-0.0146,0.49979,0,-0.49979,-0.0146,0,0
1.65,0.49843,0.53956,0.5,-0.03956,0.49843,0,-0.49843,-0.03956,0,0
1.7,0.49583,0.56442,0.5,-0.064422,0.49583,0,-0.49583,-0.064422,0,0
1.75,0.49199,0.58912,0.5,-0.089123,0.49199,0,-0.49199,-0.089123,0,0
1.8,0.48692,0.6136,0.5,-0.1136,0.48692,0,-0.48692,-0.1136,0,0
1.85,0.48064,0.6378,0.5,-0.1378,0.48064,0,-0.48064,-0.1378,0,0
1.9,0.47315,0.66164,0.5,-0.16164,0.47315,0,-0.47315,-0.16164,0,0
1.95,0.46448,0.68509,0.5,-0.18509,0.46448,0,-0.46448,-0.18509,0,0
2,0.45465,0.70807,0.5,-0.20807,0.45465,0,-0.45465,-0.20807,0,0
2.05,0.44368,0.73054,0.5,-0.23054,0.44368,0,-0.44368,-0.23054,0,0
2.1,0.4316,0.75242,0.5,-0.25242,0.4316,0,-0.4316,-0.25242,0,0
2.15,0.41845,0.77368,0.5,-0.27368,0.41845,0,-0.41845,-0.27368,0,0
