time,goaly,y
1504917082.29,-0.144745198233,-0.132759824395
1504917082.31,-0.144745198233,-0.132520765066
1504917082.32,-0.144745198233,-0.131885781884
1504917082.33,-0.144745198233,-0.131487339735
1504917082.34,-0.144745198233,-0.131132856011
1504917082.35,-0.144745198233,-0.131009638309
1504917082.37,-0.144745198233,-0.130951523781
1504917082.37,-0.144745198233,-0.131062492728
1504917082.38,-0.144745198233,-0.131061270833
1504917082.39,-0.144745198233,-0.130956858397
1504917082.4,-0.144745198233,-0.130583122373
1504917082.41,-0.144745198233,-0.13037571311
1504917082.42,-0.144745198233,-0.130277723074
1504917082.44,-0.144745198233,-0.130285486579
1504917082.44,-0.144745198233,-0.130212500691
1504917082.45,-0.144745198233,-0.130125999451
1504917082.46,-0.144745198233,-0.129877671599
1504917082.47,-0.144745198233,-0.129755869508
1504917082.48,-0.144745198233,-0.129938662052
1504917082.5,-0.144745198233,-0.130137309432
1504917082.51,-0.144745198233,-0.130185186863
1504917082.52,-0.144745198233,-0.130221664906
1504917082.53,-0.144745198233,-0.129913687706
1504917082.54,-0.144745198233,-0.129671394825
1504917082.56,-0.144745198233,-0.129528477788
1504917082.56,-0.144745198233,-0.129509702325
1504917082.57,-0.144745198233,-0.129528701305
1504917082.58,-0.144745198233,-0.129438489676
1504917082.59,-0.144745198233,-0.129381090403
1504917082.6,-0.144745198233,-0.129340663552
1504917082.61,-0.144745198233,-0.129370748997
1504917082.62,-0.144745198233,-0.129390075803
1504917082.63,-0.144745198233,-0.129521086812
1504917082.64,-0.144745198233,-0.129611298442
1504917082.65,-0.144745198233,-0.129643246531
1504917082.66,-0.144745198233,-0.129440665245
1504917082.67,-0.144745198233,-0.129283875227
1504917082.69,-0.144745198233,-0.129185810685
1504917082.69,-0.144745198233,-0.128957137465
1504917082.7,-0.144745198233,-0.129107564688
1504917082.71,-0.144745198233,-0.129285767674
1504917082.72,-0.144745198233,-0.129637613893
1504917082.73,-0.144745198233,-0.129732653499
1504917082.74,-0.144745198233,-0.129844963551
1504917082.75,-0.144745198233,-0.129850357771
1504917082.76,-0.144745198233,-0.129735872149
1504917082.77,-0.144745198233,-0.129655629396
1504917082.78,-0.144745198233,-0.129693239927
1504917082.79,-0.144745198233,-0.129848957062
1504917082.8,-0.144745198233,-0.129863396287
1504917082.82,-0.144745198233,-0.129857867956
1504917082.82,-0.144745198233,-0.129860371351
1504917082.83,-0.144745198233,-0.130191087723
1504917082.84,-0.144745198233,-0.130540147424
1504917082.85,-0.144745198233,-0.130729183555
1504917082.86,-0.144745198233,-0.130807340145
1504917082.87,-0.144745198233,-0.130969315767
1504917082.88,-0.144745198233,-0.131073117256
1504917082.89,-0.144745198233,-0.130936875939
1504917082.9,-0.144745198233,-0.130775228143
1504917082.91,-0.144745198233,-0.130706205964
1504917082.92,-0.144745198233,-0.130745813251
1504917082.93,-0.144745198233,-0.130986019969
1504917082.95,-0.144745198233,-0.131459876895
1504917082.95,-0.144745198233,-0.131629645824
1504917082.96,-0.144745198233,-0.132410824299
1504917082.97,-0.144745198233,-0.133120372891
1504917082.98,-0.144745198233,-0.133831769228
1504917082.99,-0.144745198233,-0.134109884501
1504917083.0,-0.144745198233,-0.134436830878
1504917083.01,-0.144745198233,-0.134049370885
1504917083.02,-0.144745198233,-0.133692190051
1504917083.03,-0.144745198233,-0.133532971144
1504917083.04,-0.144745198233,-0.133501246572
1504917083.05,-0.144745198233,-0.133547201753
1504917083.06,-0.144745198233,-0.133564919233
1504917083.08,-0.144745198233,-0.133465871215
1504917083.08,-0.144745198233,-0.133175864816
1504917083.09,-0.144745198233,-0.132965445518
1504917083.1,-0.144745198233,-0.133161723614
1504917083.11,-0.144745198233,-0.133608594537
1504917083.12,-0.144745198233,-0.134209230542
1504917083.13,-0.144745198233,-0.134763136506
1504917083.14,-0.144745198233,-0.135223418474
1504917083.15,-0.144745198233,-0.135544270277
1504917083.16,-0.144745198233,-0.135581851006
1504917083.17,-0.144745198233,-0.135574668646
1504917083.18,-0.144745198233,-0.135647729039
1504917083.19,-0.144745198233,-0.135673999786
1504917083.2,-0.144745198233,-0.135679408908
1504917083.22,-0.144745198233,-0.135534122586
1504917083.22,-0.144745198233,-0.135464668274
1504917083.23,-0.144745198233,-0.135414928198
1504917083.24,-0.144745198233,-0.13536003232
1504917083.25,-0.144745198233,-0.134905293584
1504917083.26,-0.144745198233,-0.135396540165
1504917083.27,-0.144745198233,-0.135571479797
1504917083.28,-0.144745198233,-0.135924473405
1504917083.29,-0.144745198233,-0.136198759079
1504917083.3,-0.144745198233,-0.136383011937
1504917083.31,-0.144745198233,-0.136386662722
1504917083.32,-0.144745198233,-0.1370806247
1504917083.33,-0.144745198233,-0.137115448713
1504917083.34,-0.144745198233,-0.137610629201
1504917083.35,-0.144745198233,-0.137365624309
1504917083.36,-0.144745198233,-0.138115569949
1504917083.37,-0.144745198233,-0.138818994164
1504917083.38,-0.144745198233,-0.139586403966
1504917083.39,-0.144745198233,-0.139941260219
1504917083.4,-0.144745198233,-0.140812397003
1504917083.41,-0.144745198233,-0.141479536891
1504917083.42,-0.144745198233,-0.142123967409
1504917083.43,-0.144745198233,-0.142682000995
1504917083.44,-0.144745198233,-0.143118202686
1504917083.45,-0.144745198233,-0.143832564354
1504917083.46,-0.144745198233,-0.144020631909
1504917083.47,-0.144745198233,-0.144020631909
1504917083.48,-0.144745198233,-0.144578620791
1504917083.48,-0.144745198233,-0.145291686058
1504917083.49,-0.144745198233,-0.145066156983
1504917083.5,-0.144745198233,-0.144654840231
1504917083.51,-0.144745198233,-0.144662216306
1504917083.52,-0.144745198233,-0.144600346684
1504917083.53,-0.144745198233,-0.144537851214
1504917083.54,-0.144745198233,-0.144626200199
1504917083.55,-0.144745198233,-0.144637584686
1504917083.56,-0.144745198233,-0.145068138838
1504917083.57,-0.144745198233,-0.145197167993
1504917083.58,-0.144745198233,-0.145142361522
1504917083.6,-0.144745198233,-0.145039021969
1504917083.6,-0.144745198233,-0.145148128271
1504917083.61,-0.144745198233,-0.145479679108
1504917083.62,-0.144745198233,-0.145801439881
1504917083.63,-0.144745198233,-0.14647769928
1504917083.64,-0.144745198233,-0.146149769425
1504917083.65,-0.144745198233,-0.146351665258
1504917083.66,-0.144745198233,-0.145543798804
1504917083.67,-0.144745198233,-0.145407512784
1504917083.68,-0.144745198233,-0.145213931799
1504917083.69,-0.144745198233,-0.144892334938
1504917083.7,-0.144745198233,-0.144315376878
1504917083.71,-0.144745198233,-0.143905520439
1504917083.73,-0.144745198233,-0.143502011895
1504917083.73,-0.144745198233,-0.143068403006
1504917083.74,-0.144745198233,-0.142298609018
1504917083.75,-0.144745198233,-0.142533347011
1504917083.76,-0.144745198233,-0.142881974578
1504917083.77,-0.144745198233,-0.143031895161
1504917083.78,-0.144745198233,-0.142995998263
1504917083.79,-0.144745198233,-0.142680242658
1504917083.8,-0.144745198233,-0.142461508512
1504917083.81,-0.144745198233,-0.142372980714
1504917083.82,-0.144745198233,-0.142501115799
1504917083.83,-0.144745198233,-0.142479643226
1504917083.84,-0.144745198233,-0.142679780722
1504917083.85,-0.144745198233,-0.142695590854
1504917083.86,-0.144745198233,-0.142518103123
1504917083.87,-0.144745198233,-0.142837435007
1504917083.88,-0.144745198233,-0.142089769244
1504917083.89,-0.144745198233,-0.141926273704
1504917083.9,-0.144745198233,-0.141760230064
1504917083.91,-0.144745198233,-0.141419559717
1504917083.92,-0.144745198233,-0.141077950597
1504917083.94,-0.144745198233,-0.140705645084
1504917083.95,-0.144745198233,-0.14070391655
1504917083.96,-0.144745198233,-0.14027492702
1504917083.97,-0.144745198233,-0.139964967966
1504917083.98,-0.144745198233,-0.139693453908
1504917083.99,-0.144745198233,-0.139462321997
1504917084.0,-0.144745198233,-0.139031857252
1504917084.01,-0.144745198233,-0.139224633574
1504917084.02,-0.144745198233,-0.139379769564
1504917084.03,-0.144745198233,-0.139219552279
1504917084.04,-0.144745198233,-0.139143273234
1504917084.05,-0.144745198233,-0.138971507549
1504917084.06,-0.144745198233,-0.138528034091
1504917084.07,-0.144745198233,-0.138004168868
1504917084.08,-0.144745198233,-0.137674301863
1504917084.09,-0.144745198233,-0.137572154403
1504917084.1,-0.144745198233,-0.137526914477
1504917084.12,-0.144745198233,-0.137515857816
1504917084.12,-0.144745198233,-0.137646839023
1504917084.13,-0.144745198233,-0.136779159307
1504917084.14,-0.144745198233,-0.136945962906
1504917084.15,-0.144745198233,-0.136565774679
1504917084.16,-0.144745198233,-0.136472642422
1504917084.17,-0.144745198233,-0.136780157685
1504917084.18,-0.144745198233,-0.137285649776
1504917084.19,-0.144745198233,-0.137618169188
1504917084.2,-0.144745198233,-0.137993469834
1504917084.21,-0.144745198233,-0.13841381669
1504917084.22,-0.144745198233,-0.139062747359
1504917084.23,-0.144745198233,-0.139443010092
1504917084.24,-0.144745198233,-0.139732137322
1504917084.25,-0.144745198233,-0.140162527561
1504917084.26,-0.144745198233,-0.140911638737
1504917084.27,-0.144745198233,-0.141378477216
1504917084.28,-0.144745198233,-0.141423150897
1504917084.29,-0.144745198233,-0.141411721706
1504917084.3,-0.144745198233,-0.141551956534
1504917084.31,-0.144745198233,-0.141556575894
1504917084.32,-0.144745198233,-0.141809657216
1504917084.33,-0.144745198233,-0.141864717007
1504917084.34,-0.144745198233,-0.141742199659
1504917084.35,-0.144745198233,-0.141827628016
1504917084.36,-0.144745198233,-0.141908198595
1504917084.38,-0.144745198233,-0.142126917839
1504917084.39,-0.144745198233,-0.142149657011
1504917084.4,-0.144745198233,-0.142247512937
1504917084.41,-0.144745198233,-0.142282322049
1504917084.42,-0.144745198233,-0.14245121181
1504917084.43,-0.144745198233,-0.142572775483
1504917084.44,-0.144745198233,-0.142686352134
1504917084.45,-0.144745198233,-0.142978653312
1504917084.45,-0.144745198233,-0.143401890993
1504917084.47,-0.144745198233,-0.143891885877
1504917084.48,-0.144745198233,-0.14422467351
1504917084.49,-0.144745198233,-0.144223049283
1504917084.5,-0.144745198233,-0.143881574273
1504917084.51,-0.144745198233,-0.143656626344
1504917084.52,-0.144745198233,-0.143586009741
1504917084.53,-0.144745198233,-0.142842486501
1504917084.54,-0.144745198233,-0.142320528626
1504917084.55,-0.144745198233,-0.141650572419
1504917084.55,-0.144745198233,-0.141414135695
1504917084.57,-0.144745198233,-0.141403660178
1504917084.57,-0.144745198233,-0.141643598676
1504917084.59,-0.144745198233,-0.141612887383
1504917084.6,-0.144745198233,-0.141556888819
1504917084.61,-0.144745198233,-0.141347810626
1504917084.61,-0.144745198233,-0.141150504351
1504917084.63,-0.144745198233,-0.140786260366
1504917084.64,-0.144745198233,-0.140545621514
1504917084.64,-0.144745198233,-0.139992922544
1504917084.66,-0.144745198233,-0.139847397804
1504917084.67,-0.144745198233,-0.139440402389
1504917084.67,-0.144745198233,-0.139128789306
1504917084.69,-0.144745198233,-0.139102950692
1504917084.7,-0.144745198233,-0.139349833131
1504917084.71,-0.144745198233,-0.139648288488
1504917084.72,-0.144745198233,-0.139938279986
1504917084.73,-0.144745198233,-0.140002086759
1504917084.74,-0.144745198233,-0.140019476414
1504917084.74,-0.144745198233,-0.140014916658
1504917084.76,-0.144745198233,-0.139589712024
1504917084.77,-0.144745198233,-0.139295116067
1504917084.78,-0.144745198233,-0.139147087932
1504917084.78,-0.144745198233,-0.139040842652
1504917084.8,-0.144745198233,-0.138982534409
1504917084.8,-0.144745198233,-0.138967648149
1504917084.81,-0.144745198233,-0.138976812363
1504917084.82,-0.144745198233,-0.138812065125
1504917084.84,-0.144745198233,-0.138754665852
1504917084.84,-0.144745198233,-0.138743951917
1504917084.86,-0.144745198233,-0.138807028532
1504917084.87,-0.144745198233,-0.138931527734
1504917084.88,-0.144745198233,-0.13903029263
1504917084.9,-0.144745198233,-0.138692319393
1504917084.9,-0.144745198233,-0.138370588422
1504917084.91,-0.144745198233,-0.137851595879
1504917084.92,-0.144745198233,-0.137487277389
1504917084.94,-0.144745198233,-0.13733702898
1504917084.95,-0.144745198233,-0.137131690979
1504917084.96,-0.144745198233,-0.136675447226
1504917084.97,-0.144745198233,-0.136259824038
1504917084.98,-0.144745198233,-0.135913729668
1504917084.99,-0.144745198233,-0.13576233387
1504917084.99,-0.144745198233,-0.135937973857
1504917085.0,-0.144745198233,-0.136419415474
1504917085.02,-0.144745198233,-0.136998355389
1504917085.02,-0.144745198233,-0.137287557125
1504917085.03,-0.144745198233,-0.137727543712
1504917085.04,-0.144745198233,-0.138045564294
1504917085.05,-0.144745198233,-0.138247862458
1504917085.06,-0.144745198233,-0.138402894139
1504917085.08,-0.144745198233,-0.138455197215
1504917085.08,-0.144745198233,-0.138350009918
1504917085.09,-0.144745198233,-0.138087615371
1504917085.1,-0.144745198233,-0.138121500611
1504917085.12,-0.144745198233,-0.138083636761
1504917085.13,-0.144745198233,-0.138230055571
1504917085.13,-0.144745198233,-0.138453796506
1504917085.15,-0.144745198233,-0.138786241412
1504917085.15,-0.144745198233,-0.138769239187
1504917085.16,-0.144745198233,-0.138831943274
1504917085.17,-0.144745198233,-0.138971611857
1504917085.19,-0.144745198233,-0.139126211405
1504917085.2,-0.144745198233,-0.139194726944
1504917085.2,-0.144745198233,-0.139147743583
1504917085.21,-0.144745198233,-0.13923959434
1504917085.23,-0.144745198233,-0.139288961887
1504917085.24,-0.144745198233,-0.138962581754
1504917085.25,-0.144745198233,-0.138722851872
1504917085.26,-0.144745198233,-0.138553231955
1504917085.28,-0.144745198233,-0.138371497393
1504917085.28,-0.144745198233,-0.137788489461
1504917085.29,-0.144745198233,-0.137681171298
1504917085.3,-0.144745198233,-0.138001218438
1504917085.31,-0.144745198233,-0.137731894851
1504917085.32,-0.144745198233,-0.137629404664
1504917085.33,-0.144745198233,-0.137659043074
1504917085.34,-0.144745198233,-0.137757450342
1504917085.35,-0.144745198233,-0.137879729271
1504917085.36,-0.144745198233,-0.138041779399
1504917085.38,-0.144745198233,-0.138125821948
1504917085.39,-0.144745198233,-0.138222754002
1504917085.41,-0.144745198233,-0.138093009591
1504917085.41,-0.144745198233,-0.138261884451
1504917085.42,-0.144745198233,-0.137849539518
1504917085.43,-0.144745198233,-0.137686595321
1504917085.44,-0.144745198233,-0.137541279197
1504917085.45,-0.144745198233,-0.137285858393
1504917085.46,-0.144745198233,-0.136933714151
1504917085.47,-0.144745198233,-0.136747524142
1504917085.48,-0.144745198233,-0.136418431997
1504917085.49,-0.144745198233,-0.136189833283
1504917085.5,-0.144745198233,-0.136043310165
1504917085.51,-0.144745198233,-0.135877385736
1504917085.52,-0.144745198233,-0.135727211833
1504917085.54,-0.144745198233,-0.135606229305
1504917085.54,-0.144745198233,-0.135543107986
1504917085.55,-0.144745198233,-0.135470330715
1504917085.56,-0.144745198233,-0.135244637728
1504917085.57,-0.144745198233,-0.135144382715
1504917085.58,-0.144745198233,-0.134704262018
1504917085.59,-0.144745198233,-0.134157553315
1504917085.6,-0.144745198233,-0.133659362793
1504917085.61,-0.144745198233,-0.133254483342
1504917085.62,-0.144745198233,-0.133090808988
1504917085.63,-0.144745198233,-0.132800921798
1504917085.64,-0.144745198233,-0.132609829307
1504917085.65,-0.144745198233,-0.132380664349
1504917085.66,-0.144745198233,-0.132114648819
1504917085.67,-0.144745198233,-0.131749287248
1504917085.68,-0.144745198233,-0.131485626101
1504917085.69,-0.144745198233,-0.1313354671
1504917085.7,-0.144745198233,-0.13140834868
1504917085.71,-0.144745198233,-0.131329864264
1504917085.72,-0.144745198233,-0.131195425987
1504917085.73,-0.144745198233,-0.131011500955
1504917085.74,-0.144745198233,-0.130645468831
1504917085.75,-0.144745198233,-0.129994899035
1504917085.76,-0.144745198233,-0.12923002243
1504917085.77,-0.144745198233,-0.128730550408
1504917085.79,-0.144745198233,-0.128354609013
1504917085.79,-0.144745198233,-0.127791509032
1504917085.8,-0.144745198233,-0.127723202109
1504917085.81,-0.144745198233,-0.127913996577
1504917085.82,-0.144745198233,-0.127689406276
1504917085.83,-0.144745198233,-0.127269178629
1504917085.84,-0.144745198233,-0.126901820302
1504917085.85,-0.144745198233,-0.126537412405
1504917085.86,-0.144745198233,-0.126358047128
1504917085.87,-0.144745198233,-0.126448810101
1504917085.88,-0.144745198233,-0.126675739884
1504917085.89,-0.144745198233,-0.126872047782
1504917085.9,-0.144745198233,-0.127016082406
1504917085.92,-0.144745198233,-0.127131149173
1504917085.92,-0.144745198233,-0.127226635814
1504917085.93,-0.144745198233,-0.127286463976
1504917085.94,-0.144745198233,-0.126459792256
1504917085.95,-0.144745198233,-0.126160562038
1504917085.96,-0.144745198233,-0.126075550914
1504917085.97,-0.144745198233,-0.126136392355
1504917085.98,-0.144745198233,-0.126169994473
1504917085.99,-0.144745198233,-0.126166954637
1504917086.0,-0.144745198233,-0.126270338893
1504917086.01,-0.144745198233,-0.126435667276
1504917086.02,-0.144745198233,-0.126544669271
1504917086.03,-0.144745198233,-0.126603469253
1504917086.04,-0.144745198233,-0.126646697521
1504917086.05,-0.144745198233,-0.126703023911
1504917086.06,-0.144745198233,-0.126964449883
1504917086.07,-0.144745198233,-0.127190083265
1504917086.08,-0.144745198233,-0.127304941416
1504917086.09,-0.144745198233,-0.127412870526
1504917086.1,-0.144745198233,-0.127320080996
1504917086.11,-0.144745198233,-0.127241626382
1504917086.12,-0.144745198233,-0.127176403999
1504917086.13,-0.144745198233,-0.127581655979
1504917086.14,-0.144745198233,-0.127901256084
1504917086.15,-0.144745198233,-0.128618016839
1504917086.16,-0.144745198233,-0.128408163786
1504917086.18,-0.144745198233,-0.12879537046
1504917086.18,-0.144745198233,-0.128675922751
1504917086.19,-0.144745198233,-0.129368513823
1504917086.2,-0.144745198233,-0.128750443459
1504917086.21,-0.144745198233,-0.12846468389
1504917086.22,-0.144745198233,-0.128383651376
1504917086.23,-0.144745198233,-0.128270417452
1504917086.24,-0.144745198233,-0.127829656005
1504917086.25,-0.144745198233,-0.127855300903
1504917086.26,-0.144745198233,-0.12738417089
1504917086.27,-0.144745198233,-0.127192735672
1504917086.28,-0.144745198233,-0.127031743526
1504917086.29,-0.144745198233,-0.126662328839
1504917086.31,-0.144745198233,-0.126440286636
1504917086.31,-0.144745198233,-0.126352623105
1504917086.32,-0.144745198233,-0.126227870584
1504917086.33,-0.144745198233,-0.126497000456
1504917086.34,-0.144745198233,-0.126794785261
1504917086.35,-0.144745198233,-0.127262845635
1504917086.36,-0.144745198233,-0.127078413963
1504917086.37,-0.144745198233,-0.127282202244
1504917086.38,-0.144745198233,-0.126574769616
1504917086.39,-0.144745198233,-0.126477628946
1504917086.4,-0.144745198233,-0.126295804977
1504917086.41,-0.144745198233,-0.12637399137
1504917086.42,-0.144745198233,-0.126524880528
1504917086.43,-0.144745198233,-0.126623690128
1504917086.44,-0.144745198233,-0.126623690128
1504917086.45,-0.144745198233,-0.126883730292
1504917086.45,-0.144745198233,-0.127355352044
1504917086.46,-0.144745198233,-0.127506971359
1504917086.47,-0.144745198233,-0.127512812614
1504917086.48,-0.144745198233,-0.127425074577
1504917086.49,-0.144745198233,-0.127311676741
1504917086.5,-0.144745198233,-0.127195477486
1504917086.51,-0.144745198233,-0.127090364695
1504917086.52,-0.144745198233,-0.127105996013
1504917086.53,-0.144745198233,-0.127045348287
1504917086.54,-0.144745198233,-0.126890972257
1504917086.55,-0.144745198233,-0.127244412899
