0,0,0,0.5,0.25981,0.15,0,0,0,0,0
0,0,0,0.5,0.25981,0.15,0,0,0,0,0
0.05,0.01299,0.0075,0.5,0.25981,0.15,0,0,0,0,0
0.1,0.025981,0.015,0.5,0.25981,0.15,0,0,0,0,0
0.15,0.038971,0.0225,0.5,0.25981,0.15,0,0,0,0,0
0.2,0.051962,0.03,0.5,0.25981,0.15,0,0,0,0,0
0.25,0.064952,0.0375,0.5,0.25981,0.15,0,0,0,0,0
0.3,0.077942,0.045,0.5,0.25981,0.15,0,0,0,0,0
0.35,0.090933,0.0525,0.5,0.25981,0.15,0,0,0,0,0
0.4,0.10392,0.06,0.5,0.25981,0.15,0,0,0,0,0
0.45,0.11691,0.0675,0.5,0.25981,0.15,0,0,0,0,0
0.5,0.1299,0.075,0.5,0.25981,0.15,0,0,0,0,0
0.55,0.14289,0.0825,0.5,0.25981,0.15,0,0,0,0,0
0.6,0.15588,0.09,0.5,0.25981,0.15,0,0,0,0,0
0.65,0.16887,0.0975,0.5,0.25981,0.15,0,0,0,0,0
0.7,0.18187,0.105,0.5,0.25981,0.15,0,0,0,0,0
0.75,0.19486,0.1125,0.5,0.25981,0.15,0,0,0,0,0
0.8,0.20785,0.12,0.5,0.25981,0.15,0,0,0,0,0
0.85,0.22084,0.1275,0.5,0.25976,0.14997,0,-0.0062354,-0.0036,-0,0
0.9,0.23381,0.13499,0.5,0.25898,0.14952,0,-0.024942,-0.0144,-0,0
0.95,0.24672,0.14244,0.5,0.25726,0.14853,0,-0.043648,-0.0252,-0,0
1,0.25952,0.14983,0.5,0.25461,0.147,0,-0.062354,-0.036,-0,0
1.05,0.27216,0.15713,0.5,0.25103,0.14493,0,-0.08106,-0.0468,-0,0
1.1,0.28461,0.16432,0.5,0.24651,0.14232,0,-0.099766,-0.0576,-0,0
1.15,0.2968,0.17136,0.5,0.24105,0.13917,0,-0.11847,-0.0684,-0,0
1.2,0.3087,0.17823,0.5,0.23466,0.13548,0,-0.13718,-0.0792,-0,0
1.25,0.32025,0.1849,0.5,0.22733,0.13125,0,-0.15588,-0.09,-0,0
1.3,0.33141,0.19134,0.5,0.21907,0.12648,0,-0.17459,-0.1008,-0,0
1.35,0.34214,0.19753,0.5,0.20987,0.12117,0,-0.1933,-0.1116,-0,0
1.4,0.35238,0.20345,0.5,0.19974,0.11532,0,-0.212,-0.1224,-0,0
1.45,0.3621,0.20906,0.5,0.18867,0.10893,0,-0.23071,-0.1332,-0,0
1.5,0.37124,0.21433,0.5,0.17667,0.102,0,-0.24942,-0.144,-0,0
1.55,0.37975,0.21925,0.5,0.16373,0.09453,0,-0.26812,-0.1548,-0,0
1.6,0.38759,0.22378,0.5,0.14986,0.08652,0,-0.28683,-0.1656,-0,0
1.65,0.39472,0.22789,0.5,0.13505,0.07797,0,-0.30553,-0.1764,-0,0
1.7,0.40109,0.23157,0.5,0.11972,0.06912,0,-0.2993,-0.1728,-0,0
1.75,0.40671,0.23481,0.5,0.10522,0.06075,0,-0.28059,-0.162,-0,0
1.8,0.41163,0.23765,0.5,0.09166,0.05292,0,-0.26189,-0.1512,-0,0
1.85,0.41589,0.24011,0.5,0.079033,0.04563,0,-0.24318,-0.1404,-0,0
1.9,0.41954,0.24222,0.5,0.067342,0.03888,0,-0.22447,-0.1296,-0,0
1.95,0.42264,0.24401,0.5,0.056586,0.03267,0,-0.20577,-0.1188,-0,0
2,0.42522,0.2455,0.5,0.046765,0.027,0,-0.18706,-0.108,-0,0
2.05,0.42733,0.24672,0.5,0.03788,0.02187,0,-0.16836,-0.0972,-0,0
2.1,0.42902,0.2477,0.5,0.02993,0.01728,0,-0.14965,-0.0864,-0,0
2.15,0.43034,0.24846,0.5,0.022915,0.01323,0,-0.13094,-0.0756,-0,0
2.2,0.43133,0.24903,0.5,0.016836,0.00972,0,-0.11224,-0.0648,-0,0
2.25,0.43204,0.24944,0.5,0.011691,0.00675,0,-0.093531,-0.054,-0,0
2.3,0.43251,0.24971,0.5,0.0074825,0.00432,0,-0.074825,-0.0432,-0,0
2.35,0.4328,0.24988,0.5,0.0042089,0.00243,0,-0.056118,-0.0324,-0,0
2.4,0.43295,0.24996,0.5,0.0018706,0.00108,0,-0.037412,-0.0216,-0,0
2.45,0.433,0.25,0.5,0.00046765,0.00027,0,-0.018706,-0.0108,-0,0
2.5,0.43301,0.25,0.5,1.4757e-31,8.5197e-32,0,-3.3229e-16,-1.9185e-16,-0,0
2.55,0.43301,0.265,0.5,0,0.3,0,0,0,0,0
2.6,0.43301,0.28,0.5,0,0.3,0,0,0,0,0
2.65,0.43301,0.295,0.5,0,0.3,0,0,0,0,0
2.7,0.43301,0.31,0.5,0,0.3,0,0,0,0,0
2.75,0.43301,0.325,0.5,0,0.3,0,0,0,0,0
2.8,0.43301,0.34,0.5,0,0.3,0,0,0,0,0
2.85,0.43301,0.355,0.5,0,0.3,0,0,0,0,0
2.9,0.43301,0.37,0.5,0,0.3,0,0,0,0,0
2.95,0.43301,0.385,0.5,0,0.3,0,0,0,0,0
3,0.43301,0.4,0.5,0,0.3,0,0,0,0,0
3.05,0.43301,0.415,0.5,0,0.3,0,0,0,0,0
3.1,0.43301,0.43,0.5,0,0.3,0,0,0,0,0
3.15,0.43301,0.445,0.5,0,0.3,0,0,0,0,0
3.2,0.43301,0.46,0.5,0,0.3,0,0,0,0,0
3.25,0.43301,0.475,0.5,0,0.3,0,0,0,0,0
3.3,0.43301,0.49,0.5,0,0.3,0,0,0,0,0
